Title,Rating,Description,Genre,Directors,Stars,Release Year
Are You There God It s Me Margaret ,7.5,"When her family moves from the city to the suburbs, 11-year-old Margaret navigates new friends, feelings, and the beginning of adolescence.","Comedy, Drama, Family",[],[],2023
 One Piece,9.6,"Queen's formidable attacks remind Sanji of his family. Annoyed by Queen's provocations, Sanji remembers a young woman mysteriously getting hurt in front of him and realizes what happened at that time, which lights a fire within him.","Animation, Action, Adventure",[],[],1999
White Men Can t Jump,5.0,A remake of the 1992 film about a pair of basketball hustlers who team up to earn extra cash.,"Comedy, Drama, Sport",[],[],2023
80 for Brady,5.8,A group of friends made it their life-long mission to go to the Super Bowl and meet NFL superstar Tom Brady.,"Comedy, Drama, Sport",[],[],2023
Reality,6.7,A former American intelligence specialist was given the longest sentence for the unauthorized release of government information to the media about Russian interference in the 2016 United States elections via an email operation.,Drama,[],[],2023
Mrs Davis,7.3,"Sister Simone partners with her ex-boyfriend Wiley on a globe-spanning journey to destroy Mrs. Davis, a powerful artificial intelligence.","Comedy, Drama, Sci-Fi",[],[],2023
Obsession,5.1,"William falls in love with his soon-to-be daughter in law, Anna who's trying to keep both relationships but the truth always comes to light and someone is going to be hurt.","Drama, Mystery, Romance",[],[],2023
Flamin Hot,6.9,"This is the inspiring ""true"" story of Richard Montañez who, as a Frito Lay janitor, disrupted the food industry by channeling his Mexican heritage to turn Flamin' Hot Cheetos from a snack into an iconic global pop culture phenomenon.","Biography, Drama, History",[],[],2023
 Succession,9.0,"While Kendall, Shiv, and Roman consider an aggressive play on the Matsson deal, Connor tries to make the most of his rehearsal dinner.","Comedy, Drama",[],[],2018
True Spirit,6.8,"The story of Australian teenager, Jessica Watson, the youngest person ever to sail solo, non-stop around the world.","Adventure, Biography, Drama",[],[],2023
 Succession,9.1,"As the Waystar team discusses a pivotal recommendation to the board, Roman, Kendall, and Shiv navigate a misstep with Matsson.","Comedy, Drama",[],[],2018
Murdaugh Murders A Southern Scandal,6.7,Shocking tragedies shatter a tight-knit South Carolina community and expose the horrifying secrets of its most powerful family.,"Documentary, Crime",[],[],2023
Physical 100,7.7,One hundred contestants in top physical shape compete in a series of grueling challenges to claim the honor - and cash reward - as the last one standing.,"Game-Show, Reality-TV",[],[],2023
Mrs Chatterjee vs Norway,7.3,An immigrant Indian mother's battle against the Norwegian foster care system and local legal machinery to win back the custody of her children.,"Biography, Drama",[],[],2023
 Succession,9.1,"After the Waystar team heads to Norway, Shiv, Kendall, and Roman consider whether to fight for Logan's crown jewel.","Comedy, Drama",[],[],2018
 Succession,9.1,"Hoping to work the angles, Kendall and Roman ask Shiv to invite a campaign insider to Logan's pre-election day party.","Comedy, Drama",[],[],2018
Unlocked,6.4,A woman's life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,"Crime, Drama, Mystery",[],[],2023
Rye Lane,7.3,Two youngsters reeling from bad breakups who connect over an eventful day in South-London.,"Comedy, Drama, Romance",[],[],2023
Mummies,5.9,"It follows three mummies as they end up in present-day London and embark on a journey in search of an old ring belonging to the Royal Family, stolen by the ambitious archaeologist Lord Carnaby.","Animation, Comedy, Family",[],[],2023
Waltair Veerayya,6.3,A fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,"Action, Drama",[],[],2023
The Three Musketeers D Artagnan,7.1,"D'Artagnan arrives in Paris trying to find his attackers after being left for dead, which leads him to a real war where the future of France is at stake. He aligns himself with Athos, Porthos and Aramis, three musketeers of the King.","Action, Adventure, History",[],[],2023
2018,8.5,A disaster film set during the 2018 Kerala Floods where people from all walks of life faced catastrophic consequences and put in collective efforts to survive the calamity.,"Action, Drama, Thriller",[],[],2023
 Succession,8.7,"Ahead of Investor Day, Shiv weighs a proposal from Matsson, while Kendall and Roman each try to match Logan's volatile leadership style.","Comedy, Drama",[],[],2018
The Power,6.5,"Based on the New York Times bestseller, The Power is our world, but for one twist of nature. Suddenly, women develop a mysterious new ability to electrocute at will, leading to an extraordinary global reversal of the power balance","Drama, Fantasy",[],[],2023
Unstable,6.7,"In a biological research company, a son with social problems is forced to work for the company of his father, an extremely eccentric and exotic man to save him from disaster.",Comedy,[],[],2023
Bank of Dave,7.1,Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank.,"Biography, Comedy, Drama",[],[],2023
Somebody I Used to Know,5.7,"On a trip to her hometown, workaholic Ally reminisces with her ex Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Cassidy, who reminds her of the person she used to be.","Comedy, Romance",[],[],2023
The Snow Girl,6.8,"During the Cavalcade of the Magi parade, the Martín family's daughter Amaya disappears. Journalist Miren takes on the case, determined to find her.","Crime, Drama, Mystery",[],[],2023
Demon Slayer Kimetsu No Yaiba To the Swordsmith Village,7.1,All the Upper Rank Demons assemble at the Infinity Castle after Upper Six Demons' defeat.,"Animation, Action, Adventure",[],[],2023
White House Plumbers,6.8,"A five-part series that tells the true story of how Nixon's own political saboteurs and Watergate masterminds, E. Howard Hunt and G. Gordon Liddy, accidentally toppled the presidency they were trying to protect.","Biography, Drama, History",[],[],2023
Secret Invasion,7.2,Fury and Talos try to stop the Skrulls who have infiltrated the highest spheres of the Marvel Universe.,"Action, Adventure, Drama",[],[],2023
My Fault,6.3,"Noah has to leave her town, boyfriend and friends behind and move into the mansion of her mother's new rich husband. There she meets Nick, her new stepbrother. They fall madly in love in secret.",Drama,[],[],2023
 Star Trek Picard,9.4,"In a desperate last stand, Jean-Luc Picard and generations of crews both old and new fight together to save the galaxy from the greatest threat they've ever faced.","Action, Adventure, Drama",[],[],2020
The Nightingale of Bursa,6.9,"The life of 'Cengiz', who is a singer in a tea garden in Bursa and whose biggest passion is to produce cassettes, changes when he meets 'Taskin'. The chain of unfortunate events that Cengiz...                See full summary »","Comedy, Drama, Music",[],[],2023
Waco American Apocalypse,7.0,"It showcases what happened in 1993 in Waco, Texas when cult leader David Koresh faced off against the federal government in a siege of 51 days.","Documentary, Crime",[],[],2023
Asterix Obelix The Middle Kingdom,5.1,"The only daughter of the Chinese emperor Han Xuandi, escapes from a strict prince and seeks help from the Gauls and the two brave warriors Asterix and Obelix.","Adventure, Comedy, Family",[],[],2023
Madoff The Monster of Wall Street,7.3,It follows the rise and fall of the American financier and ponzi schemer: Madoff.,"Documentary, Crime",[],[],2023
Chupa,5.5,"While visiting family in Mexico, teenage Alex gains an unlikely companion when he discovers a young chupacabra hiding in his grandpa's shed. To save the mythical creature, Alex and his cousins must embark on the adventure of a lifetime.","Action, Adventure, Drama",[],[],2023
Shahmaran,5.2,"When Sahsu goes to Adana for a lecture, it's the perfect chance to face her estranged grandfather. But soon, she finds herself in the midst of a legend.","Adventure, Drama, Fantasy",[],[],2023
Ranga Maarthaanda,8.5,"Raghava Rao is a theatre artist who was given the title Rangamarthanda. As he grows older, he decides to retire and distributes his wealth among his children, Sri and Ranga who mistreat him and his wife Raju Garu.",Drama,[],[],2023
Blue Lights,8.2,"Follows rookie police officers working in Belfast, a city in which being a frontline response cop comes with unique pressures and dangers.","Crime, Drama, Thriller",[],[],2023
Veera Simha Reddy,4.9,"Veera Simha Reddy is a revered man in a village and his son Jai Simha Reddy settles in the USA. When his father gets killed in the village politics, Jai Simha returns to India and takes revenge on who killed his father.","Action, Drama",[],[],2023
Jee Karda,8.1,Revolves around seven childhood friends who discover that life at 30 is definitely not what they had imagined while growing up.,"Drama, Romance",[],[],2023
No Hard Feelings,6.8,"On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. She has one summer to make him a man or die trying.",Comedy,[],[],2023
The Law According to Lidia Poët,7.4,"Forbidden from practicing law, a woman prepares an appeal to overturn the court's decision in this true story of Lidia Poët, Italy's first female lawyer.","Biography, Crime, Drama",[],[],2023
The Old Way,5.4,"An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.","Action, Drama, Western",[],[],2023
A Small Light,8.5,"Follows the remarkable story of Miep Gies, a Dutch woman who risked her life to shelter Anne Frank's family from the Nazis for more than two years during World War II.","Biography, Drama, History",[],[],2023
 Star Trek Picard,9.4,A devastating revelation about Jack alters the course of Picard's life - and uncovers a truth that threatens every soul in the Federation. Picard and his crew race to save the galaxy from annihilation - at a gut-wrenching cost.,"Action, Adventure, Drama",[],[],2020
